query_id,query,category,method,profile,source_filter,top_k,relevant_count,hits,latency_ms,first_relevant_rank,precision_at_1,precision_at_k,recall_at_k,hit_rate_at_k,mrr,ap_at_k,r_precision,ndcg_at_k,retrieved_refs,hit_refs,benchmark,query_style,language,study_slice,topic
si005,sea and ocean conditions data,ocean_climate,semantic,minilm_ft,all,5,1,1,28.6885000532493,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,samoilovmikhail/ocean-buoys-data-1980-2025 | coastalcph/lex_glue | antgoldbloom/us-college-sailing-results | oinuma/japan-meteorological-agency-forecast | chemrovkirill/hms-effnetb0-18melstft,samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,en,english_latent_intent,marine_proxy
si005,sea and ocean conditions data,ocean_climate,hybrid,minilm_ft,all,5,1,1,32.56740001961589,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,samoilovmikhail/ocean-buoys-data-1980-2025 | asaniczka/public-opinion-on-climate-change-updated-daily | oinuma/japan-meteorological-agency-forecast | jerismeteo/open-meteo-data-kebumen | coastalcph/lex_glue,samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,en,english_latent_intent,marine_proxy
si006,yağmurlu hava verisi,weather_climate,semantic,minilm_ft,all,5,7,4,28.186499956063926,1,1.0,0.8,0.5714285714285714,1.0,1.0,0.76,0.5714285714285714,0.8539316501572937,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | nelgiriyewithana/indian-weather-repository-daily-snapshot | tdiggelm/climate_fever | leopiney/worldclim-version-2-temperature-10m,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | nelgiriyewithana/indian-weather-repository-daily-snapshot | leopiney/worldclim-version-2-temperature-10m,semantic_intent,latent_intent,tr,turkish_latent_intent,weather_conditions
si006,yağmurlu hava verisi,weather_climate,hybrid,minilm_ft,all,5,7,4,31.85300005134195,1,1.0,0.8,0.5714285714285714,1.0,1.0,0.8,0.8571428571428571,0.8687949224876582,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | nelgiriyewithana/indian-weather-repository-daily-snapshot | leopiney/worldclim-version-2-temperature-10m | eeemonts/weatherclimate-data-covid19,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | nelgiriyewithana/indian-weather-repository-daily-snapshot | leopiney/worldclim-version-2-temperature-10m,semantic_intent,latent_intent,tr,turkish_latent_intent,weather_conditions
si007,fırtına ve hava tahmin geçmişi,weather_climate,semantic,minilm_ft,all,5,5,4,32.319300109520555,1,1.0,0.8,0.8,1.0,1.0,0.76,0.8,0.8539316501572937,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | noaa/noaa-severe-weather-data-inventory | tdiggelm/climate_fever | nelgiriyewithana/indian-weather-repository-daily-snapshot,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | noaa/noaa-severe-weather-data-inventory | nelgiriyewithana/indian-weather-repository-daily-snapshot,semantic_intent,latent_intent,tr,turkish_latent_intent,storm_forecast_history
si007,fırtına ve hava tahmin geçmişi,weather_climate,hybrid,minilm_ft,all,5,5,4,34.8429000005126,1,1.0,0.8,0.8,1.0,1.0,0.8,0.8,0.8687949224876582,noaa/noaa-severe-weather-data-inventory | wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | nelgiriyewithana/indian-weather-repository-daily-snapshot | eeemonts/weatherclimate-data-covid19,noaa/noaa-severe-weather-data-inventory | wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | nelgiriyewithana/indian-weather-repository-daily-snapshot,semantic_intent,latent_intent,tr,turkish_latent_intent,storm_forecast_history
si008,sel ve akış takibi verisi,hydrology,semantic,minilm_ft,all,5,3,2,28.122000047005713,1,1.0,0.4,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,mahmoudelshabrawy/runoff-dataset | suthcong/water-levels-of-rivers-in-vietnam | catalystcooperative/pudl-project | Karavet/ILUR-news-text-classification-corpus | lamnguyentran6/lamnguyenday-dataset,mahmoudelshabrawy/runoff-dataset | suthcong/water-levels-of-rivers-in-vietnam,semantic_intent,latent_intent,tr,turkish_latent_intent,flood_hydrology
si008,sel ve akış takibi verisi,hydrology,hybrid,minilm_ft,all,5,3,3,31.651100027374923,1,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,mahmoudelshabrawy/runoff-dataset | suthcong/water-levels-of-rivers-in-vietnam | noaa/noaa-severe-weather-data-inventory | Alibaba-DAMO-Academy/RynnBrain-Bench | catalystcooperative/pudl-project,mahmoudelshabrawy/runoff-dataset | suthcong/water-levels-of-rivers-in-vietnam | noaa/noaa-severe-weather-data-inventory,semantic_intent,latent_intent,tr,turkish_latent_intent,flood_hydrology
si009,kuraklık ve iklim geçmişi,climate_variability,semantic,minilm_ft,all,5,5,4,28.713100007735193,1,1.0,0.8,0.8,1.0,1.0,0.71,0.8,0.830419897363192,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | tdiggelm/climate_fever | nelgiriyewithana/indian-weather-repository-daily-snapshot | leopiney/worldclim-version-2-temperature-10m,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | nelgiriyewithana/indian-weather-repository-daily-snapshot | leopiney/worldclim-version-2-temperature-10m,semantic_intent,latent_intent,tr,turkish_latent_intent,drought_climate_history
si009,kuraklık ve iklim geçmişi,climate_variability,hybrid,minilm_ft,all,5,5,4,32.139800023287535,1,1.0,0.8,0.8,1.0,1.0,0.8,0.8,0.8687949224876582,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | leopiney/worldclim-version-2-temperature-10m | nelgiriyewithana/indian-weather-repository-daily-snapshot | eeemonts/weatherclimate-data-covid19,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | leopiney/worldclim-version-2-temperature-10m | nelgiriyewithana/indian-weather-repository-daily-snapshot,semantic_intent,latent_intent,tr,turkish_latent_intent,drought_climate_history
si010,deniz ve okyanus koşulları verisi,ocean_climate,semantic,minilm_ft,all,5,1,1,32.366500003263354,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,samoilovmikhail/ocean-buoys-data-1980-2025 | coastalcph/lex_glue | antgoldbloom/us-college-sailing-results | chemrovkirill/hms-effnetb0-18melstft | sankalp102/albone-dataset,samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,tr,turkish_latent_intent,marine_proxy
si010,deniz ve okyanus koşulları verisi,ocean_climate,hybrid,minilm_ft,all,5,1,1,37.56989992689341,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,samoilovmikhail/ocean-buoys-data-1980-2025 | jerismeteo/open-meteo-data-kebumen | tdiggelm/climate_fever | wafaaelhusseini/capital-weather-data-1995-2024 | asaniczka/public-opinion-on-climate-change-updated-daily,samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,tr,turkish_latent_intent,marine_proxy
