query_id,query,category,method,profile,source_filter,top_k,relevant_count,hits,latency_ms,first_relevant_rank,precision_at_1,precision_at_k,recall_at_k,hit_rate_at_k,mrr,ap_at_k,r_precision,ndcg_at_k,retrieved_refs,hit_refs,benchmark,query_style,language,study_slice,topic
si006,yağmurlu hava verisi,weather_climate,bm25,minilm,all,5,7,3,0.5540999118238688,2,0.0,0.6,0.42857142857142855,1.0,0.5,0.3833333333333333,0.5714285714285714,0.5296347172140421,tombutton/uk-weather-by-month | leopiney/worldclim-version-2-temperature-10m | jerismeteo/open-meteo-data-kebumen | nelgiriyewithana/indian-weather-repository-daily-snapshot | paulogladson/inmat-por-cidades,leopiney/worldclim-version-2-temperature-10m | jerismeteo/open-meteo-data-kebumen | nelgiriyewithana/indian-weather-repository-daily-snapshot,semantic_intent,latent_intent,tr,turkish_latent_intent,weather_conditions
si006,yağmurlu hava verisi,weather_climate,hybrid,minilm,all,5,7,4,32.41260000504553,1,1.0,0.8,0.5714285714285714,1.0,1.0,0.6433333333333333,0.8571428571428571,0.7860137352654724,leopiney/worldclim-version-2-temperature-10m | tombutton/uk-weather-by-month | nelgiriyewithana/indian-weather-repository-daily-snapshot | jerismeteo/open-meteo-data-kebumen | wafaaelhusseini/capital-weather-data-1995-2024,leopiney/worldclim-version-2-temperature-10m | nelgiriyewithana/indian-weather-repository-daily-snapshot | jerismeteo/open-meteo-data-kebumen | wafaaelhusseini/capital-weather-data-1995-2024,semantic_intent,latent_intent,tr,turkish_latent_intent,weather_conditions
si007,fırtına ve hava tahmin geçmişi,weather_climate,semantic,minilm,all,5,5,2,36.32930002640933,1,1.0,0.4,0.4,1.0,1.0,0.3333333333333333,0.4,0.5087403079104241,noaa/noaa-severe-weather-data-inventory | leopiney/worldclim-version-2-temperature-10m | nelgiriyewithana/indian-weather-repository-daily-snapshot | tombutton/uk-weather-by-month | orvile/weather-related-disease-prediction-dataset,noaa/noaa-severe-weather-data-inventory | nelgiriyewithana/indian-weather-repository-daily-snapshot,semantic_intent,latent_intent,tr,turkish_latent_intent,storm_forecast_history
si007,fırtına ve hava tahmin geçmişi,weather_climate,bm25,minilm,all,5,5,3,0.6955000571906567,1,1.0,0.6,0.6,1.0,1.0,0.55,0.6,0.6992148198508501,noaa/noaa-severe-weather-data-inventory | oinuma/japan-meteorological-agency-forecast | tombutton/uk-weather-by-month | nelgiriyewithana/indian-weather-repository-daily-snapshot | leopiney/worldclim-version-2-temperature-10m,noaa/noaa-severe-weather-data-inventory | oinuma/japan-meteorological-agency-forecast | nelgiriyewithana/indian-weather-repository-daily-snapshot,semantic_intent,latent_intent,tr,turkish_latent_intent,storm_forecast_history
si007,fırtına ve hava tahmin geçmişi,weather_climate,hybrid,minilm,all,5,5,2,36.953300004824996,1,1.0,0.4,0.4,1.0,1.0,0.4,0.4,0.5531464700081437,noaa/noaa-severe-weather-data-inventory | nelgiriyewithana/indian-weather-repository-daily-snapshot | leopiney/worldclim-version-2-temperature-10m | tombutton/uk-weather-by-month | jerismeteo/open-meteo-data-kebumen,noaa/noaa-severe-weather-data-inventory | nelgiriyewithana/indian-weather-repository-daily-snapshot,semantic_intent,latent_intent,tr,turkish_latent_intent,storm_forecast_history
si008,sel ve akış takibi verisi,hydrology,semantic,minilm,all,5,3,3,28.282699990086257,1,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,mahmoudelshabrawy/runoff-dataset | suthcong/water-levels-of-rivers-in-vietnam | noaa/noaa-severe-weather-data-inventory | catalystcooperative/pudl-project | Sakil/DPO_dataset,mahmoudelshabrawy/runoff-dataset | suthcong/water-levels-of-rivers-in-vietnam | noaa/noaa-severe-weather-data-inventory,semantic_intent,latent_intent,tr,turkish_latent_intent,flood_hydrology
si008,sel ve akış takibi verisi,hydrology,bm25,minilm,all,5,3,2,0.7046000100672245,1,1.0,0.4,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,mahmoudelshabrawy/runoff-dataset | suthcong/water-levels-of-rivers-in-vietnam | samoilovmikhail/ocean-buoys-data-1980-2025 | Xerv-AI/GRAD | microsoft/WebSTAR,mahmoudelshabrawy/runoff-dataset | suthcong/water-levels-of-rivers-in-vietnam,semantic_intent,latent_intent,tr,turkish_latent_intent,flood_hydrology
si008,sel ve akış takibi verisi,hydrology,hybrid,minilm,all,5,3,3,32.96720003709197,1,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,mahmoudelshabrawy/runoff-dataset | suthcong/water-levels-of-rivers-in-vietnam | noaa/noaa-severe-weather-data-inventory | samoilovmikhail/ocean-buoys-data-1980-2025 | yifanxie/telstra-competition-dataset,mahmoudelshabrawy/runoff-dataset | suthcong/water-levels-of-rivers-in-vietnam | noaa/noaa-severe-weather-data-inventory,semantic_intent,latent_intent,tr,turkish_latent_intent,flood_hydrology
si009,kuraklık ve iklim geçmişi,climate_variability,semantic,minilm,all,5,5,2,32.28709998074919,1,1.0,0.4,0.4,1.0,1.0,0.4,0.4,0.5531464700081437,leopiney/worldclim-version-2-temperature-10m | nelgiriyewithana/indian-weather-repository-daily-snapshot | tombutton/uk-weather-by-month | jerismeteo/open-meteo-data-kebumen | noaa/noaa-severe-weather-data-inventory,leopiney/worldclim-version-2-temperature-10m | nelgiriyewithana/indian-weather-repository-daily-snapshot,semantic_intent,latent_intent,tr,turkish_latent_intent,drought_climate_history
si009,kuraklık ve iklim geçmişi,climate_variability,bm25,minilm,all,5,5,3,0.7050000131130219,1,1.0,0.6,0.6,1.0,1.0,0.55,0.6,0.6992148198508501,leopiney/worldclim-version-2-temperature-10m | nelgiriyewithana/indian-weather-repository-daily-snapshot | tombutton/uk-weather-by-month | wafaaelhusseini/major-cities-weather-data | orvile/weather-related-disease-prediction-dataset,leopiney/worldclim-version-2-temperature-10m | nelgiriyewithana/indian-weather-repository-daily-snapshot | wafaaelhusseini/major-cities-weather-data,semantic_intent,latent_intent,tr,turkish_latent_intent,drought_climate_history
si009,kuraklık ve iklim geçmişi,climate_variability,hybrid,minilm,all,5,5,3,36.80439991876483,1,1.0,0.6,0.6,1.0,1.0,0.52,0.6,0.6843515475204855,leopiney/worldclim-version-2-temperature-10m | nelgiriyewithana/indian-weather-repository-daily-snapshot | tombutton/uk-weather-by-month | jerismeteo/open-meteo-data-kebumen | wafaaelhusseini/capital-weather-data-1995-2024,leopiney/worldclim-version-2-temperature-10m | nelgiriyewithana/indian-weather-repository-daily-snapshot | wafaaelhusseini/capital-weather-data-1995-2024,semantic_intent,latent_intent,tr,turkish_latent_intent,drought_climate_history
si010,deniz ve okyanus koşulları verisi,ocean_climate,semantic,minilm,all,5,1,1,33.967399969697,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,samoilovmikhail/ocean-buoys-data-1980-2025 | leopiney/worldclim-version-2-temperature-10m | tombutton/uk-weather-by-month | sankalp102/albone-dataset | jerismeteo/open-meteo-data-kebumen,samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,tr,turkish_latent_intent,marine_proxy
si010,deniz ve okyanus koşulları verisi,ocean_climate,bm25,minilm,all,5,1,1,0.6062000757083297,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,samoilovmikhail/ocean-buoys-data-1980-2025 | leopiney/worldclim-version-2-temperature-10m | asaniczka/public-opinion-on-climate-change-updated-daily | jerismeteo/open-meteo-data-kebumen | tombutton/uk-weather-by-month,samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,tr,turkish_latent_intent,marine_proxy
si010,deniz ve okyanus koşulları verisi,ocean_climate,hybrid,minilm,all,5,1,1,35.74700001627207,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,samoilovmikhail/ocean-buoys-data-1980-2025 | leopiney/worldclim-version-2-temperature-10m | jerismeteo/open-meteo-data-kebumen | tombutton/uk-weather-by-month | nelgiriyewithana/indian-weather-repository-daily-snapshot,samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,tr,turkish_latent_intent,marine_proxy
si001,rainy weather data,weather_climate,semantic,multilingual,all,5,7,3,73.71830008924007,2,0.0,0.6,0.42857142857142855,1.0,0.5,0.35333333333333333,0.42857142857142855,0.5147714448836774,orvile/weather-related-disease-prediction-dataset | wafaaelhusseini/major-cities-weather-data | leopiney/worldclim-version-2-temperature-10m | mahmoudelshabrawy/runoff-dataset | wafaaelhusseini/capital-weather-data-1995-2024,wafaaelhusseini/major-cities-weather-data | leopiney/worldclim-version-2-temperature-10m | wafaaelhusseini/capital-weather-data-1995-2024,semantic_intent,latent_intent,en,english_latent_intent,weather_conditions
si001,rainy weather data,weather_climate,hybrid,multilingual,all,5,7,3,57.362599996849895,2,0.0,0.6,0.42857142857142855,1.0,0.5,0.35333333333333333,0.5714285714285714,0.5147714448836774,orvile/weather-related-disease-prediction-dataset | leopiney/worldclim-version-2-temperature-10m | jerismeteo/open-meteo-data-kebumen | tombutton/uk-weather-by-month | wafaaelhusseini/major-cities-weather-data,leopiney/worldclim-version-2-temperature-10m | jerismeteo/open-meteo-data-kebumen | wafaaelhusseini/major-cities-weather-data,semantic_intent,latent_intent,en,english_latent_intent,weather_conditions
si002,storm records and forecasts,weather_climate,semantic,multilingual,all,5,5,1,58.62819997128099,1,1.0,0.2,0.2,1.0,1.0,0.2,0.2,0.3391602052736161,noaa/noaa-severe-weather-data-inventory | orvile/weather-related-disease-prediction-dataset | yifanxie/telstra-competition-dataset | samoilovmikhail/ocean-buoys-data-1980-2025 | mahmoudelshabrawy/runoff-dataset,noaa/noaa-severe-weather-data-inventory,semantic_intent,latent_intent,en,english_latent_intent,storm_forecast_history
si002,storm records and forecasts,weather_climate,hybrid,multilingual,all,5,5,4,59.589299955405295,1,1.0,0.8,0.8,1.0,1.0,0.71,0.8,0.830419897363192,noaa/noaa-severe-weather-data-inventory | oinuma/japan-meteorological-agency-forecast | orvile/weather-related-disease-prediction-dataset | nelgiriyewithana/indian-weather-repository-daily-snapshot | wafaaelhusseini/major-cities-weather-data,noaa/noaa-severe-weather-data-inventory | oinuma/japan-meteorological-agency-forecast | nelgiriyewithana/indian-weather-repository-daily-snapshot | wafaaelhusseini/major-cities-weather-data,semantic_intent,latent_intent,en,english_latent_intent,storm_forecast_history
si003,flood runoff monitoring,hydrology,semantic,multilingual,all,5,3,1,60.44210004620254,1,1.0,0.2,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,mahmoudelshabrawy/runoff-dataset | HuggingFaceVLA/libero | ScaleAI/lhaw | mskrcnis/wustl-iiot-2021-updated | vafaeii/luna16,mahmoudelshabrawy/runoff-dataset,semantic_intent,latent_intent,en,english_latent_intent,flood_hydrology
si003,flood runoff monitoring,hydrology,hybrid,multilingual,all,5,3,1,59.798200032673776,1,1.0,0.2,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,mahmoudelshabrawy/runoff-dataset | baxtiyorbotiraliyev/insects | HuggingFaceVLA/libero | madhavmalhotra/unb-cic-iot-dataset | samoilovmikhail/ocean-buoys-data-1980-2025,mahmoudelshabrawy/runoff-dataset,semantic_intent,latent_intent,en,english_latent_intent,flood_hydrology
si004,drought and climate history,climate_variability,semantic,multilingual,all,5,5,3,65.88899996131659,1,1.0,0.6,0.6,1.0,1.0,0.55,0.6,0.6992148198508501,samoilovmikhail/ocean-buoys-data-1980-2025 | leopiney/worldclim-version-2-temperature-10m | asaniczka/public-opinion-on-climate-change-updated-daily | wafaaelhusseini/capital-weather-data-1995-2024 | orvile/weather-related-disease-prediction-dataset,samoilovmikhail/ocean-buoys-data-1980-2025 | leopiney/worldclim-version-2-temperature-10m | wafaaelhusseini/capital-weather-data-1995-2024,semantic_intent,latent_intent,en,english_latent_intent,drought_climate_history
si004,drought and climate history,climate_variability,hybrid,multilingual,all,5,5,4,68.69869993533939,1,1.0,0.8,0.8,1.0,1.0,0.76,0.8,0.8539316501572937,leopiney/worldclim-version-2-temperature-10m | samoilovmikhail/ocean-buoys-data-1980-2025 | wafaaelhusseini/capital-weather-data-1995-2024 | asaniczka/public-opinion-on-climate-change-updated-daily | wafaaelhusseini/major-cities-weather-data,leopiney/worldclim-version-2-temperature-10m | samoilovmikhail/ocean-buoys-data-1980-2025 | wafaaelhusseini/capital-weather-data-1995-2024 | wafaaelhusseini/major-cities-weather-data,semantic_intent,latent_intent,en,english_latent_intent,drought_climate_history
si005,sea and ocean conditions data,ocean_climate,semantic,multilingual,all,5,1,1,60.346700018271804,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,samoilovmikhail/ocean-buoys-data-1980-2025 | leopiney/worldclim-version-2-temperature-10m | han5i5j1986/koch_lego_2024-10-16-01 | lerobot/svla_so101_pickplace | asaniczka/public-opinion-on-climate-change-updated-daily,samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,en,english_latent_intent,marine_proxy
si005,sea and ocean conditions data,ocean_climate,hybrid,multilingual,all,5,1,1,63.108299975283444,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,samoilovmikhail/ocean-buoys-data-1980-2025 | leopiney/worldclim-version-2-temperature-10m | eeemonts/weatherclimate-data-covid19 | asaniczka/public-opinion-on-climate-change-updated-daily | orvile/weather-related-disease-prediction-dataset,samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,en,english_latent_intent,marine_proxy
si006,yağmurlu hava verisi,weather_climate,semantic,multilingual,all,5,7,3,56.238200049847364,2,0.0,0.6,0.42857142857142855,1.0,0.5,0.3833333333333333,0.42857142857142855,0.5296347172140421,orvile/weather-related-disease-prediction-dataset | leopiney/worldclim-version-2-temperature-10m | wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | mahmoudelshabrawy/runoff-dataset,leopiney/worldclim-version-2-temperature-10m | wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024,semantic_intent,latent_intent,tr,turkish_latent_intent,weather_conditions
si006,yağmurlu hava verisi,weather_climate,hybrid,multilingual,all,5,7,3,57.737199938856065,1,1.0,0.6,0.42857142857142855,1.0,1.0,0.52,0.7142857142857143,0.6843515475204855,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | orvile/weather-related-disease-prediction-dataset | asaniczka/public-opinion-on-climate-change-updated-daily | leopiney/worldclim-version-2-temperature-10m,wafaaelhusseini/major-cities-weather-data | wafaaelhusseini/capital-weather-data-1995-2024 | leopiney/worldclim-version-2-temperature-10m,semantic_intent,latent_intent,tr,turkish_latent_intent,weather_conditions
si007,fırtına ve hava tahmin geçmişi,weather_climate,semantic,multilingual,all,5,5,1,59.61779993958771,1,1.0,0.2,0.2,1.0,1.0,0.2,0.2,0.3391602052736161,noaa/noaa-severe-weather-data-inventory | orvile/weather-related-disease-prediction-dataset | samoilovmikhail/ocean-buoys-data-1980-2025 | yifanxie/telstra-competition-dataset | asaniczka/public-opinion-on-climate-change-updated-daily,noaa/noaa-severe-weather-data-inventory,semantic_intent,latent_intent,tr,turkish_latent_intent,storm_forecast_history
si007,fırtına ve hava tahmin geçmişi,weather_climate,hybrid,multilingual,all,5,5,2,62.92779999785125,1,1.0,0.4,0.4,1.0,1.0,0.4,0.4,0.5531464700081437,noaa/noaa-severe-weather-data-inventory | oinuma/japan-meteorological-agency-forecast | leopiney/worldclim-version-2-temperature-10m | orvile/weather-related-disease-prediction-dataset | jerismeteo/open-meteo-data-kebumen,noaa/noaa-severe-weather-data-inventory | oinuma/japan-meteorological-agency-forecast,semantic_intent,latent_intent,tr,turkish_latent_intent,storm_forecast_history
si008,sel ve akış takibi verisi,hydrology,semantic,multilingual,all,5,3,1,64.41330001689494,1,1.0,0.2,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,mahmoudelshabrawy/runoff-dataset | HuggingFaceVLA/libero | ScaleAI/lhaw | mskrcnis/wustl-iiot-2021-updated | vafaeii/luna16,mahmoudelshabrawy/runoff-dataset,semantic_intent,latent_intent,tr,turkish_latent_intent,flood_hydrology
si008,sel ve akış takibi verisi,hydrology,hybrid,multilingual,all,5,3,1,64.98020002618432,1,1.0,0.2,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,mahmoudelshabrawy/runoff-dataset | HuggingFaceVLA/libero | vafaeii/luna16 | lerobot/svla_so101_pickplace | kr-cen/MICo-150K,mahmoudelshabrawy/runoff-dataset,semantic_intent,latent_intent,tr,turkish_latent_intent,flood_hydrology
si009,kuraklık ve iklim geçmişi,climate_variability,semantic,multilingual,all,5,5,2,117.34780005645007,1,1.0,0.4,0.4,1.0,1.0,0.4,0.4,0.5531464700081437,leopiney/worldclim-version-2-temperature-10m | samoilovmikhail/ocean-buoys-data-1980-2025 | mahmoudelshabrawy/runoff-dataset | asaniczka/public-opinion-on-climate-change-updated-daily | orvile/weather-related-disease-prediction-dataset,leopiney/worldclim-version-2-temperature-10m | samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,tr,turkish_latent_intent,drought_climate_history
si009,kuraklık ve iklim geçmişi,climate_variability,hybrid,multilingual,all,5,5,3,69.7101999539882,1,1.0,0.6,0.6,1.0,1.0,0.4533333333333333,0.6,0.639945385422766,leopiney/worldclim-version-2-temperature-10m | orvile/weather-related-disease-prediction-dataset | samoilovmikhail/ocean-buoys-data-1980-2025 | asaniczka/public-opinion-on-climate-change-updated-daily | wafaaelhusseini/major-cities-weather-data,leopiney/worldclim-version-2-temperature-10m | samoilovmikhail/ocean-buoys-data-1980-2025 | wafaaelhusseini/major-cities-weather-data,semantic_intent,latent_intent,tr,turkish_latent_intent,drought_climate_history
si010,deniz ve okyanus koşulları verisi,ocean_climate,semantic,multilingual,all,5,1,1,59.02570008765906,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,samoilovmikhail/ocean-buoys-data-1980-2025 | han5i5j1986/koch_lego_2024-10-16-01 | lerobot/svla_so101_pickplace | leopiney/worldclim-version-2-temperature-10m | asaniczka/public-opinion-on-climate-change-updated-daily,samoilovmikhail/ocean-buoys-data-1980-2025,semantic_intent,latent_intent,tr,turkish_latent_intent,marine_proxy
